count,generation_bin,group,level,p_above_threshold,p_argmax,p_argmax_given_above,ratio_iqr,ratio_max,ratio_mean,ratio_median,ratio_min,ratio_p90,ratio_p95,ratio_q1,ratio_q3,raw_max,raw_mean,raw_median,raw_min,raw_p90,raw_p95,raw_q1,raw_q3,severity,suite
40485,1-10,D03 Type-I,suite,0.3664814128689638,0.12614548598246264,0.3442070499427108,1.4100115010237153,3.189461883408012,0.711574399460604,0.18030513176143828,0.0,2.0579268292680832,2.2549019607840677,0.027896995708154106,1.4379084967318694,0.6378923766816025,0.1423148798921208,0.03606102635228766,0.0,0.4115853658536167,0.45098039215681357,0.005579399141630821,0.2875816993463739,compressible,D03 Type-I
1005,11-20,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resource,D03 Type-I
1005,11-20,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0252780586450935,0.001403399812789039,0.0,0.0,0.005076142131979179,0.010141987829613574,0.0,0.0,0.0050556117290187,0.00028067996255780786,0.0,0.0,0.001015228426395836,0.002028397565922715,0.0,0.0,kv,D03 Type-I
1005,11-20,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.1044776119402985,0.07661691542288557,0.7333333333333333,0.19390581717451516,3.0992509363295877,0.819134647626586,0.7201086956521738,0.2753623188405797,1.1126373626373625,2.4385245901639343,0.5540166204986149,0.74792243767313,0.6198501872659176,0.16382692952531724,0.14402173913043478,0.05507246376811594,0.22252747252747251,0.48770491803278687,0.11080332409972299,0.14958448753462603,region,D03 Type-I
1005,11-20,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tou,D03 Type-I
1005,11-20,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.031840796019900496,0.0,0.0,0.061463693539165254,1.664304357040274,0.7725160173550797,0.7508762771273026,0.6906275635767021,0.8123399706664678,0.9618055555555556,0.7129974892485147,0.77446118278768,0.3328608714080548,0.15450320347101593,0.15017525542546054,0.13812551271534043,0.16246799413329358,0.19236111111111112,0.14259949784970294,0.154892236557536,demand,D03 Type-I
1005,11-20,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,0.9233830845771144,0.9233830845771144,0.1143292682926711,2.4695121951217,1.9748526169961182,1.9588414634144349,1.5853658536583752,2.0426829268290603,2.0579268292680832,1.9283536585363892,2.0426829268290603,0.49390243902434,0.3949705233992237,0.391768292682887,0.31707317073167507,0.4085365853658121,0.4115853658536167,0.38567073170727784,0.4085365853658121,compressible,D03 Type-I
53300,11-20,D03 Type-I,suite,0.22215759849906191,0.1476735459662289,0.6453846803479436,0.8220338983050692,5.0,0.8732664706226613,0.02901785714285671,0.0,5.0,5.0,0.0,0.8220338983050692,1.0,0.17465329412453226,0.005803571428571342,0.0,1.0,1.0,0.0,0.16440677966101386,resource,D03 Type-I
53300,11-20,D03 Type-I,suite,0.024146341463414635,0.01874296435272045,0.7762237762237763,0.015505795532696091,3.4728829686012217,0.08007659830562655,0.01020408163265283,0.0,0.03078817733990105,0.30674846625763735,0.0028465698832906075,0.0183523654159867,0.6945765937202444,0.01601531966112531,0.002040816326530566,0.0,0.006157635467980211,0.06134969325152747,0.0005693139766581216,0.0036704730831973397,kv,D03 Type-I
53300,11-20,D03 Type-I,suite,0.6982926829268292,0.4508067542213884,0.6455842446062495,2.062645687645687,5.0,2.0727330108819095,1.6461988304093567,0.009993337774817168,5.0,5.0,0.8237179487179491,2.8863636363636362,1.0,0.41454660217638195,0.32923976608187133,0.0019986675549634337,1.0,1.0,0.16474358974358982,0.5772727272727273,region,D03 Type-I
